env,side,map,mode_n_type,round_dur_s,name,created_x0,created_z0,trigger_x1,trigger_z1,round_time_s
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_smoke_2,-51.6233,8.3205,-41.3361,28.4108,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_smoke_2,13.2551,20.6868,26.1662,23.436,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,76,vt_grenade_smoke_2,-18.079,11.018,1.6764,-15.7834,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_flash_detector,8.714,50.7036,25.2437,43.8078,64
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,131,vt_grenade_smoke_2,-7.2874,32.7804,-14.1306,-5.3726,72
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,131,vt_grenade_smoke_2,-2.2684,32.1969,10.7577,21.625,3
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_robotron,-19.5363,-8.4967,-11.0803,5.6232,41
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash,-36.8357,-18.6885,-46.64,-16.5723,47
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,96,vt_grenade_smoke_2,14.6391,12.2411,-9.9235,-12.8762,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,96,vt_grenade_smoke_2,5.4237,-24.9946,-14.9087,4.4506,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_flash_detector,-23.5285,-3.4681,-16.0681,-12.7008,61
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,78,vt_grenade_smoke_2,-30.6319,-7.5898,7.9831,6.5495,32
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,112,vt_grenade_teleporter_device,6.2101,-25.9644,-19.8125,3.1137,33
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash_detector,-61.3992,-5.7921,-43.7545,-40.9137,36
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,-24.8212,-5.3754,-16.6582,-10.2311,59
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_flash_detector,-54.5024,1.0451,-47.3623,35.4457,53
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-39.5911,15.1847,-42.5485,13.9312,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_flash_detector,37.4368,10.0087,31.3895,46.6454,40
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_smoke_2,30.7227,43.109,32.0652,17.9555,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_flash,-37.1527,28.7795,-57.1038,-1.226,38
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke,29.17,20.7806,38.6318,1.4894,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,7.6214,-21.9103,-14.9078,4.6088,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_flash,-52.6222,5.7536,-43.1241,26.7083,44
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_flash_detector,-0.5702,-5.371,8.0375,18.3531,38
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,112,vt_grenade_flash,-19.5639,0.8091,2.674,19.0745,69
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_smoke_2,-43.8546,9.7263,-51.2776,46.8816,65
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_teleporter_device,33.8221,14.2095,19.0858,39.4001,48
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_flash,-53.8301,3.3839,-46.771,6.4733,41
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_flash,26.4627,19.106,19.1903,48.1161,84
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-1.1487,-48.9655,-19.212,-45.9753,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,16.7025,23.4921,40.7298,9.0685,0
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,1034,vt_grenade_smoke,-12.9725,-45.9543,-3.328,-38.5316,13
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-44.4142,13.4171,-60.7208,-8.0682,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,76,vt_grenade_smoke_2,35.3461,17.9714,16.9137,28.4502,41
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,12.2199,10.5347,-9.443,-14.9631,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,20.4128,27.0523,40.7298,9.0685,39
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,14.1797,12.3188,-20.0337,-12.983,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_smoke_2,10.1109,17.7149,7.7211,35.921,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,5.4133,-24.3978,-14.9086,4.558,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_smoke_2,1.8341,5.6807,-17.8966,-8.2526,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_flash_detector,-9.7397,21.0721,-1.444,-14.7352,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash,-65.088,-1.27,-38.7709,23.8172,41
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,-3.6064,-20.7347,-15.2605,19.008,33
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_flash,-58.9861,-2.421,-39.7189,27.5844,46
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_teleporter_device,14.0531,-47.6459,-34.758,-36.8069,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,5.9161,13.1082,13.616,35.5281,56
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,1034,vt_grenade_molotov,-12.098,52.6894,-17.0135,37.2053,17
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,117,vt_grenade_flash,-58.9869,19.0908,-21.3248,13.4716,73
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-41.2907,-18.7429,-29.1994,28.8994,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash,-0.2332,-19.5729,-18.479,19.0185,32
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_smoke_2,-9.2661,17.1187,-0.4022,-18.4743,30
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-3.5576,-53.9241,-19.212,-45.9753,40
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_flash,-63.4217,-14.8184,-49.7698,10.9287,33
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_flash,-40.9567,28.6729,-51.8292,20.0629,48
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,-12.674,-14.6578,-11.1836,21.575,70
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_teleporter_device,-3.5325,31.9831,-9.9584,13.4715,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_flash,-50.8018,15.0721,-45.7722,44.3954,84
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_flash_detector,-51.6628,19.6511,-45.3649,4.6896,49
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,102,vt_grenade_smoke_2,23.6913,25.2978,36.5823,12.2679,37
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_flash_detector,4.7221,-25.0404,-18.9422,15.5073,31
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke,13.3656,1.4997,-7.2136,3.8711,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,7.9824,17.0297,11.7441,27.9154,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash,10.3227,13.7973,27.9965,40.1733,70
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_smoke_2,-55.4878,-0.6285,-47.0973,44.4615,45
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_smoke,-49.4609,15.7283,-51.4128,46.8797,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_smoke_2,-6.8314,18.8504,-6.7527,-14.2304,31
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_smoke_2,-23.0719,-13.2686,-13.4897,3.5767,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_teleporter_device,-19.6652,18.624,-0.4904,-17.357,35
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,1034,vt_grenade_teleporter_device,-12.098,52.6894,-13.5296,25.1595,31
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_smoke_2,-13.2411,16.592,-21.2118,23.8621,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_smoke_2,-4.2487,-7.7282,-22.0872,19.053,36
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_flash,0.5224,-22.7435,-13.3287,9.1327,39
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,92,vt_grenade_flash_detector,-42.7141,3.0934,-34.428,3.1835,43
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,76,vt_grenade_teleporter_device,-2.4521,-26.0078,1.5754,5.9263,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,22.6038,22.9101,29.875,48.9621,53
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,-13.4855,6.1316,2.2198,-20.4451,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,-4.5028,16.5296,-0.9931,-14.6778,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_teleporter_device,-59.8251,-5.0968,-38.8174,19.8269,37
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_flash_detector,34.638,36.1693,9.22,50.9505,51
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,1034,vt_grenade_flash,-9.9091,42.0364,-13.6261,50.6232,769
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_smoke_2,1.5016,-23.1182,-11.9286,6.1743,31
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-0.6005,-9.1049,-13.8202,19.008,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_molotov,-13.2853,18.2294,15.3343,21.3272,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-14.7015,-5.6062,-12.6258,6.2684,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,-42.6584,15.1637,-54.8988,32.5621,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_teleporter_device,-25.8515,-11.0409,15.4582,8.8899,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_smoke,-42.6518,14.2201,-51.4128,46.8797,49
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,76,vt_grenade_smoke_2,-39.1522,23.3071,-64.9086,-10.7906,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_flash_detector,-11.1886,31.8231,-6.8861,-9.0186,41
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,109,vt_grenade_teleporter_device,2.8448,-24.6873,-20.4995,18.871,31
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,78,vt_grenade_teleporter_device,3.8094,-24.746,-21.0845,18.6163,32
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_smoke_2,10.889,3.1097,17.9784,28.4409,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_teleporter_device,-22.8724,18.4074,-4.1144,-7.6119,33
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,78,vt_grenade_flash,-57.7244,-0.6985,-41.1154,26.6705,55
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,-24.2586,-4.352,-16.6582,-10.2311,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_smoke_2,-45.8444,9.2282,-38.9689,29.7117,66
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,39.069,3.2616,24.6958,33.4312,36
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_robotron,23.177,38.3467,20.1705,22.647,76
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash,9.6585,11.9517,23.01,24.328,52
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,131,vt_grenade_smoke_2,-26.8165,-9.4913,-9.7186,9.1443,1
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash,-34.1181,-35.6245,-55.5608,-32.4944,42
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,96,vt_grenade_flash,13.8642,14.6872,9.7511,4.7665,86
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_smoke_2,-56.4366,0.5559,-34.9974,28.7268,42
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,-42.1977,12.1912,-54.8988,32.5621,52
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_teleporter_device,-26.3989,-10.6239,15.4582,8.6444,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,1.5604,-4.3377,-14.3009,5.9163,36
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,3.5893,-24.2582,-19.4058,17.1537,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,131,vt_grenade_smoke_2,-19.504,1.0979,-11.3958,4.8181,1
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_flash,-36.8588,29.1785,-57.5727,-0.5699,52
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_flash_detector,-51.6479,27.9427,-50.0167,2.7587,50
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,109,vt_grenade_smoke_2,-22.8452,-11.0339,3.5539,5.4742,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,0.796,-2.0515,-14.3009,5.9163,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,96,vt_grenade_flash_detector,-26.4849,-11.082,-3.9533,18.9522,53
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,73,vt_grenade_flash_detector,-12.4247,22.2545,-2.7362,-14.6161,30
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_teleporter_device,-5.4974,26.2154,-19.8333,-14.9377,33
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,112,vt_grenade_smoke_2,23.89,17.5629,25.0992,31.0077,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,95,vt_grenade_flash_detector,31.2668,-23.2497,32.1254,4.1072,24
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,78,vt_grenade_flash_detector,-12.2993,28.5848,-6.7253,-12.8367,38
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_flash_detector,-12.0176,22.2564,-1.6631,-14.8101,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,-4.9627,-23.0769,-15.2605,19.008,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_smoke_2,-24.3778,-12.8578,-12.4154,2.4914,1
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash,-42.6958,11.7221,-51.6321,46.8319,57
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_teleporter_device,-16.5722,-9.8096,-1.3099,36.9676,41
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_flash,-29.9373,20.4224,-9.6023,5.9304,55
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_smoke,27.2716,26.0255,36.2166,-0.0613,33
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_flash,-18.6865,-14.6766,-26.0681,-8.223,58
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_smoke_2,7.8378,-24.8206,-3.0012,-23.6609,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_smoke_2,-47.9222,16.4631,-51.2776,46.8816,0
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,1034,vt_grenade_smoke,-10.8071,-53.6311,-12.3651,-43.5869,497
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,12.5117,17.3827,-8.0397,-14.8535,35
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_teleporter_device,-18.2126,14.6341,-2.34,-17.361,35
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,131,vt_grenade_flash_detector,-1.9659,-7.614,5.1798,2.5212,39
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,-39.5911,15.1847,-45.5479,12.935,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash,-37.3295,29.6318,-48.4091,6.1191,43
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_teleporter_device,-20.9,17.0378,1.5244,-17.3492,37
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_molotov,24.8916,15.3975,30.0231,28.3825,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_smoke,30.819,25.69,17.6199,46.664,44
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,94,vt_grenade_smoke_2,-44.4314,13.712,-60.6542,-8.3072,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,76,vt_grenade_smoke,38.0589,8.93,24.1412,21.7594,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_flash_detector,-9.941,20.3938,-2.052,-14.6042,48
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_teleporter_device,-36.2883,-11.6138,1.882,-0.9559,39
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,14.1782,12.3207,-20.0337,-12.983,33
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,73,vt_grenade_smoke_2,37.5395,6.7882,31.2437,46.4451,37
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,72,vt_grenade_smoke,-50.6793,27.2919,-49.9525,28.8009,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,102,vt_grenade_smoke_2,16.0346,24.3091,-2.644,-3.8752,31
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_flash_detector,-3.6957,51.5286,14.7753,42.2266,58
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_smoke,-27.1077,-8.6997,-4.8709,8.706,34
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_molotov,-33.5751,23.1474,-48.7236,28.1741,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,-8.0121,11.7834,2.2198,-20.4451,32
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash,-1.8883,-20.0218,-14.8167,18.9682,42
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_flash_detector,37.2801,6.6526,28.5119,15.8512,37
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,74,vt_grenade_flash,13.9271,11.6451,-19.4888,-14.922,31
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,96,vt_grenade_teleporter_device,-22.4093,18.5812,1.266,-17.3526,35
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,86,vt_grenade_smoke,36.9208,34.9827,16.7411,24.5306,80
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,6.7433,-23.1553,-14.9082,4.5725,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_teleporter_device,-5.6919,26.4861,-19.5013,-14.9377,30
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,76,vt_grenade_smoke_2,-21.1898,17.5798,1.6764,-15.7834,43
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,102,vt_grenade_flash_detector,-13.692,10.8029,10.0566,3.3933,44
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,1034,vt_grenade_teleporter_device,-9.4921,33.825,-8.5902,19.0046,9
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,131,vt_grenade_teleporter_device,-25.4256,-11.2282,15.4582,9.1639,40
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_smoke_2,0.2883,-18.3482,-13.8202,19.008,31
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_robotron,-52.5218,17.5688,-61.2267,34.9007,93
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,-12.674,-14.6578,-11.1836,21.575,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,1.3769,-11.1541,-19.4058,17.1537,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,66,vt_grenade_smoke_2,-64.3764,3.0226,-50.6055,8.8978,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_smoke,31.0248,33.798,17.6199,46.664,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,78,vt_grenade_smoke_2,12.9866,5.9712,-19.1585,-15.053,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,95,vt_grenade_smoke_2,-11.3154,6.5283,-6.7527,-14.2304,0
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,92,vt_grenade_flash_detector,-21.5947,4.5784,-18.0831,7.3277,82
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_flash,-11.058,4.0303,11.648,1.97,49
